provincia_iso;provincia;fecha;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
LE;Leon;02--04--2020;45;45;0;0;0
LO;La Rioja;02--04--2020;103;103;0;0;0
LU;Lugo;02--04--2020;14;14;0;0;0
M;Madrid;02--04--2020;1042;1042;0;0;0
MA;Malaga;02--04--2020;44;42;2;0;0
ME;Melilla;02--04--2020;3;3;0;0;0
MU;Murcia;02--04--2020;20;20;0;0;0
NA;Navarra;02--04--2020;128;126;2;0;0
O;Asturias;02--04--2020;53;53;0;0;0
OR;Ourense;02--04--2020;117;117;0;0;0
P;Palencia;02--04--2020;25;25;0;0;0
PM;Islas Baleares;02--04--2020;35;34;1;0;0
PO;Pontevedra;02--04--2020;45;43;0;2;0
S;Cantabria;02--04--2020;53;52;1;0;0
SA;Salamanca;02--04--2020;54;52;2;0;0
SE;Sevilla;02--04--2020;35;35;0;0;0
SG;Segovia;02--04--2020;39;37;2;0;0
SO;Soria;02--04--2020;29;27;2;0;0
SS;Guipuzcoa;02--04--2020;51;50;0;0;1
T;Tarragona;02--04--2020;42;40;0;0;2
TE;Teruel;02--04--2020;15;15;0;0;0
TF;Santa Cruz de Tenerife;02--04--2020;18;17;0;0;1
TO;Toledo;02--04--2020;80;54;26;0;0
V;Valencia;02--04--2020;98;90;4;0;4
VA;Valladolid;02--04--2020;164;163;1;0;0
VI;Alava;02--04--2020;43;43;0;0;0
Z;Zaragoza;02--04--2020;102;102;0;0;0
ZA;Zamora;02--04--2020;5;4;0;0;1
A;Alicante;03--04--2020;57;57;0;0;0
AB;Albacete;03--04--2020;30;20;10;0;0
AL;Almeria;03--04--2020;11;11;0;0;0
AV;Avila;03--04--2020;28;27;1;0;0
B;Barcelona;03--04--2020;971;953;0;2;16
BA;Badajoz;03--04--2020;25;25;0;0;0
BI;Bizkaia;03--04--2020;197;195;0;0;2
BU;Burgos;03--04--2020;49;47;2;0;0
C;A Coruña;03--04--2020;88;88;0;0;0
CA;Cadiz;03--04--2020;17;17;0;0;0
CC;Caceres;03--04--2020;41;40;1;0;0
CE;Ceuta;03--04--2020;1;1;0;0;0
CO;Cordoba;03--04--2020;20;20;0;0;0
CR;Ciudad Real;03--04--2020;85;69;16;0;0
CS;Castellon;03--04--2020;28;27;1;0;0
CU;Cuenca;03--04--2020;27;12;15;0;0
GC;Las Palmas;03--04--2020;7;7;0;0;0
GI;Girona;03--04--2020;125;121;0;0;4
GR;Granada;03--04--2020;24;20;4;0;0
GU;Guadalajara;03--04--2020;30;23;7;0;0
H;Huelva;03--04--2020;6;6;0;0;0
HU;Huesca;03--04--2020;15;15;0;0;0
J;Jaen;03--04--2020;22;21;1;0;0
L;Lleida;03--04--2020;40;39;0;0;1
LE;Leon;03--04--2020;65;63;2;0;0
LO;La Rioja;03--04--2020;79;76;3;0;0
LU;Lugo;03--04--2020;19;19;0;0;0
M;Madrid;03--04--2020;960;959;0;1;0
MA;Malaga;03--04--2020;37;37;0;0;0
ME;Melilla;03--04--2020;3;3;0;0;0
MU;Murcia;03--04--2020;16;14;2;0;0
NA;Navarra;03--04--2020;128;126;2;0;0
O;Asturias;03--04--2020;37;37;0;0;0
OR;Ourense;03--04--2020;48;48;0;0;0
P;Palencia;03--04--2020;24;24;0;0;0
PM;Islas Baleares;03--04--2020;45;43;2;0;0
PO;Pontevedra;03--04--2020;54;54;0;0;0
S;Cantabria;03--04--2020;34;34;0;0;0
SA;Salamanca;03--04--2020;55;54;1;0;0
SE;Sevilla;03--04--2020;40;40;0;0;0
SG;Segovia;03--04--2020;62;60;2;0;0
SO;Soria;03--04--2020;19;17;2;0;0
SS;Guipuzcoa;03--04--2020;53;53;0;0;0
T;Tarragona;03--04--2020;90;89;0;1;0
TE;Teruel;03--04--2020;16;16;0;0;0
TF;Santa Cruz de Tenerife;03--04--2020;10;10;0;0;0
TO;Toledo;03--04--2020;69;53;16;0;0
V;Valencia;03--04--2020;109;104;4;0;1
VA;Valladolid;03--04--2020;167;165;2;0;0
VI;Alava;03--04--2020;62;61;0;0;1
Z;Zaragoza;03--04--2020;78;78;0;0;0
ZA;Zamora;03--04--2020;37;35;2;0;0
A;Alicante;04--04--2020;33;30;2;0;1
AB;Albacete;04--04--2020;72;52;20;0;0
AL;Almeria;04--04--2020;3;3;0;0;0
AV;Avila;04--04--2020;32;32;0;0;0
B;Barcelona;04--04--2020;798;786;0;2;10
BA;Badajoz;04--04--2020;19;18;1;0;0
BI;Bizkaia;04--04--2020;139;138;0;0;1
BU;Burgos;04--04--2020;35;32;3;0;0
C;A Coruña;04--04--2020;51;51;0;0;0
CA;Cadiz;04--04--2020;12;11;1;0;0
CC;Caceres;04--04--2020;33;29;4;0;0
CE;Ceuta;04--04--2020;2;2;0;0;0
CO;Cordoba;04--04--2020;25;25;0;0;0
CR;Ciudad Real;04--04--2020;92;76;16;0;0
CS;Castellon;04--04--2020;26;25;1;0;0
CU;Cuenca;04--04--2020;22;14;8;0;0
GC;Las Palmas;04--04--2020;2;2;0;0;0
GI;Girona;04--04--2020;60;57;0;0;3
GR;Granada;04--04--2020;31;31;0;0;0
GU;Guadalajara;04--04--2020;21;18;3;0;0
H;Huelva;04--04--2020;10;10;0;0;0
HU;Huesca;04--04--2020;15;15;0;0;0
J;Jaen;04--04--2020;24;20;4;0;0
L;Lleida;04--04--2020;39;39;0;0;0
LE;Leon;04--04--2020;63;58;5;0;0
LO;La Rioja;04--04--2020;56;54;2;0;0
LU;Lugo;04--04--2020;4;4;0;0;0
M;Madrid;04--04--2020;750;750;0;0;0
MA;Malaga;04--04--2020;20;17;3;0;0
ME;Melilla;04--04--2020;2;2;0;0;0
MU;Murcia;04--04--2020;20;19;1;0;0
NA;Navarra;04--04--2020;80;76;4;0;0
O;Asturias;04--04--2020;45;45;0;0;0
OR;Ourense;04--04--2020;40;40;0;0;0
P;Palencia;04--04--2020;14;14;0;0;0
PM;Islas Baleares;04--04--2020;25;23;2;0;0
PO;Pontevedra;04--04--2020;35;35;0;0;0
S;Cantabria;04--04--2020;63;63;0;0;0
SA;Salamanca;04--04--2020;55;54;1;0;0
SE;Sevilla;04--04--2020;54;52;2;0;0
SG;Segovia;04--04--2020;43;41;2;0;0
SO;Soria;04--04--2020;22;20;2;0;0
SS;Guipuzcoa;04--04--2020;41;40;0;0;1
T;Tarragona;04--04--2020;53;51;0;0;2
TE;Teruel;04--04--2020;10;10;0;0;0
TF;Santa Cruz de Tenerife;04--04--2020;23;23;0;0;0
TO;Toledo;04--04--2020;64;52;12;0;0
V;Valencia;04--04--2020;74;67;2;0;5
VA;Valladolid;04--04--2020;235;235;0;0;0
VI;Alava;04--04--2020;23;22;0;1;0
Z;Zaragoza;04--04--2020;70;70;0;0;0
ZA;Zamora;04--04--2020;10;6;4;0;0
A;Alicante;05--04--2020;27;23;3;0;1
AB;Albacete;05--04--2020;48;34;14;0;0
AL;Almeria;05--04--2020;5;5;0;0;0
AV;Avila;05--04--2020;27;27;0;0;0
B;Barcelona;05--04--2020;696;687;0;0;9
BA;Badajoz;05--04--2020;7;6;1;0;0
BI;Bizkaia;05--04--2020;157;156;0;0;1
BU;Burgos;05--04--2020;20;18;2;0;0
C;A Coruña;05--04--2020;80;79;0;1;0
CA;Cadiz;05--04--2020;12;12;0;0;0
CC;Caceres;05--04--2020;24;19;4;1;0
CE;Ceuta;05--04--2020;2;2;0;0;0
CO;Cordoba;05--04--2020;21;21;0;0;0
CR;Ciudad Real;05--04--2020;132;109;21;1;1
CS;Castellon;05--04--2020;24;24;0;0;0
CU;Cuenca;05--04--2020;30;18;11;0;1
GC;Las Palmas;05--04--2020;2;2;0;0;0
GI;Girona;05--04--2020;62;62;0;0;0
GR;Granada;05--04--2020;25;25;0;0;0
GU;Guadalajara;05--04--2020;20;19;1;0;0
H;Huelva;05--04--2020;2;2;0;0;0
HU;Huesca;05--04--2020;8;8;0;0;0
J;Jaen;05--04--2020;37;35;2;0;0
L;Lleida;05--04--2020;35;33;0;0;2
LE;Leon;05--04--2020;32;32;0;0;0
LO;La Rioja;05--04--2020;38;36;1;0;1
LU;Lugo;05--04--2020;8;8;0;0;0
M;Madrid;05--04--2020;670;670;0;0;0
MA;Malaga;05--04--2020;26;23;3;0;0
ME;Melilla;05--04--2020;0;0;0;0;0
MU;Murcia;05--04--2020;12;11;1;0;0
NA;Navarra;05--04--2020;86;86;0;0;0
O;Asturias;05--04--2020;44;44;0;0;0
OR;Ourense;05--04--2020;17;16;1;0;0
P;Palencia;05--04--2020;19;19;0;0;0
PM;Islas Baleares;05--04--2020;29;27;2;0;0
PO;Pontevedra;05--04--2020;24;24;0;0;0
S;Cantabria;05--04--2020;25;25;0;0;0
SA;Salamanca;05--04--2020;66;61;5;0;0
SE;Sevilla;05--04--2020;44;43;1;0;0
SG;Segovia;05--04--2020;36;34;2;0;0
SO;Soria;05--04--2020;12;12;0;0;0
SS;Guipuzcoa;05--04--2020;31;31;0;0;0
T;Tarragona;05--04--2020;36;34;0;0;2
TE;Teruel;05--04--2020;16;16;0;0;0
TF;Santa Cruz de Tenerife;05--04--2020;12;12;0;0;0
TO;Toledo;05--04--2020;63;44;19;0;0
V;Valencia;05--04--2020;65;61;2;0;2
VA;Valladolid;05--04--2020;107;106;1;0;0
VI;Alava;05--04--2020;32;31;0;0;1
Z;Zaragoza;05--04--2020;72;71;0;1;0
ZA;Zamora;05--04--2020;13;9;4;0;0
A;Alicante;06--04--2020;34;30;4;0;0
AB;Albacete;06--04--2020;51;36;15;0;0
AL;Almeria;06--04--2020;2;2;0;0;0
AV;Avila;06--04--2020;33;29;4;0;0
B;Barcelona;06--04--2020;649;618;0;1;30
BA;Badajoz;06--04--2020;10;9;1;0;0
BI;Bizkaia;06--04--2020;183;181;0;1;1
BU;Burgos;06--04--2020;44;41;3;0;0
C;A Coruña;06--04--2020;109;108;1;0;0
CA;Cadiz;06--04--2020;28;27;1;0;0
CC;Caceres;06--04--2020;29;26;3;0;0
CE;Ceuta;06--04--2020;2;2;0;0;0
CO;Cordoba;06--04--2020;22;22;0;0;0
CR;Ciudad Real;06--04--2020;126;103;22;1;0
CS;Castellon;06--04--2020;24;23;0;0;1
CU;Cuenca;06--04--2020;36;18;18;0;0
GC;Las Palmas;06--04--2020;5;5;0;0;0
GI;Girona;06--04--2020;73;70;0;0;3
GR;Granada;06--04--2020;25;24;1;0;0
GU;Guadalajara;06--04--2020;19;17;1;1;0
H;Huelva;06--04--2020;5;5;0;0;0
HU;Huesca;06--04--2020;19;19;0;0;0
J;Jaen;06--04--2020;16;15;1;0;0
L;Lleida;06--04--2020;45;44;0;0;1
LE;Leon;06--04--2020;55;52;3;0;0
LO;La Rioja;06--04--2020;42;42;0;0;0
LU;Lugo;06--04--2020;6;6;0;0;0
M;Madrid;06--04--2020;647;646;1;0;0
MA;Malaga;06--04--2020;18;16;2;0;0
ME;Melilla;06--04--2020;0;0;0;0;0
MU;Murcia;06--04--2020;12;8;4;0;0
NA;Navarra;06--04--2020;136;132;4;0;0
O;Asturias;06--04--2020;44;44;0;0;0
OR;Ourense;06--04--2020;35;35;0;0;0
P;Palencia;06--04--2020;10;10;0;0;0
PM;Islas Baleares;06--04--2020;23;21;2;0;0
PO;Pontevedra;06--04--2020;31;31;0;0;0
S;Cantabria;06--04--2020;28;27;1;0;0
SA;Salamanca;06--04--2020;44;39;5;0;0
SE;Sevilla;06--04--2020;30;30;0;0;0
SG;Segovia;06--04--2020;40;38;2;0;0
SO;Soria;06--04--2020;27;27;0;0;0
SS;Guipuzcoa;06--04--2020;82;78;0;2;2
T;Tarragona;06--04--2020;31;28;0;0;3
TE;Teruel;06--04--2020;23;23;0;0;0
TF;Santa Cruz de Tenerife;06--04--2020;16;16;0;0;0
TO;Toledo;06--04--2020;71;58;13;0;0
V;Valencia;06--04--2020;93;84;7;0;2
VA;Valladolid;06--04--2020;193;190;3;0;0
VI;Alava;06--04--2020;27;27;0;0;0
Z;Zaragoza;06--04--2020;83;83;0;0;0
ZA;Zamora;06--04--2020;39;36;3;0;0
A;Alicante;07--04--2020;23;21;2;0;0
AB;Albacete;07--04--2020;28;21;7;0;0
AL;Almeria;07--04--2020;5;5;0;0;0
AV;Avila;07--04--2020;16;11;5;0;0
B;Barcelona;07--04--2020;595;577;0;0;18
BA;Badajoz;07--04--2020;1;1;0;0;0
BI;Bizkaia;07--04--2020;167;164;0;1;2
BU;Burgos;07--04--2020;25;20;5;0;0
C;A Coruña;07--04--2020;76;73;0;3;0
CA;Cadiz;07--04--2020;23;22;1;0;0
CC;Caceres;07--04--2020;28;27;1;0;0
CE;Ceuta;07--04--2020;0;0;0;0;0
CO;Cordoba;07--04--2020;16;15;1;0;0
CR;Ciudad Real;07--04--2020;59;41;18;0;0
CS;Castellon;07--04--2020;35;34;0;0;1
CU;Cuenca;07--04--2020;20;11;9;0;0
GC;Las Palmas;07--04--2020;4;4;0;0;0
GI;Girona;07--04--2020;78;69;0;0;9
GR;Granada;07--04--2020;40;38;2;0;0
GU;Guadalajara;07--04--2020;21;18;3;0;0
H;Huelva;07--04--2020;11;10;1;0;0
HU;Huesca;07--04--2020;19;19;0;0;0
J;Jaen;07--04--2020;18;18;0;0;0
L;Lleida;07--04--2020;37;34;0;0;3
LE;Leon;07--04--2020;44;43;1;0;0
LO;La Rioja;07--04--2020;50;49;1;0;0
LU;Lugo;07--04--2020;4;4;0;0;0
M;Madrid;07--04--2020;767;766;0;1;0
MA;Malaga;07--04--2020;25;25;0;0;0
ME;Melilla;07--04--2020;2;2;0;0;0
MU;Murcia;07--04--2020;4;3;1;0;0
NA;Navarra;07--04--2020;85;84;1;0;0
O;Asturias;07--04--2020;45;45;0;0;0
OR;Ourense;07--04--2020;40;40;0;0;0
P;Palencia;07--04--2020;9;7;2;0;0
PM;Islas Baleares;07--04--2020;19;18;1;0;0
PO;Pontevedra;07--04--2020;27;26;0;1;0
S;Cantabria;07--04--2020;13;13;0;0;0
SA;Salamanca;07--04--2020;55;48;7;0;0
SE;Sevilla;07--04--2020;34;31;3;0;0
SG;Segovia;07--04--2020;21;20;1;0;0
SO;Soria;07--04--2020;20;18;2;0;0
SS;Guipuzcoa;07--04--2020;40;37;0;0;3
T;Tarragona;07--04--2020;33;32;0;0;1
TE;Teruel;07--04--2020;13;13;0;0;0
TF;Santa Cruz de Tenerife;07--04--2020;13;12;0;0;1
TO;Toledo;07--04--2020;78;59;19;0;0
V;Valencia;07--04--2020;74;69;5;0;0
VA;Valladolid;07--04--2020;148;147;1;0;0
VI;Alava;07--04--2020;23;22;0;0;1
Z;Zaragoza;07--04--2020;76;76;0;0;0
ZA;Zamora;07--04--2020;17;13;4;0;0
A;Alicante;08--04--2020;31;30;1;0;0
AB;Albacete;08--04--2020;41;33;8;0;0
AL;Almeria;08--04--2020;4;3;1;0;0
AV;Avila;08--04--2020;44;43;1;0;0
B;Barcelona;08--04--2020;820;810;0;1;9
BA;Badajoz;08--04--2020;8;5;3;0;0
BI;Bizkaia;08--04--2020;167;164;0;0;3
BU;Burgos;08--04--2020;47;44;3;0;0
C;A Coruña;08--04--2020;58;58;0;0;0
CA;Cadiz;08--04--2020;27;25;2;0;0
CC;Caceres;08--04--2020;33;30;3;0;0
CE;Ceuta;08--04--2020;0;0;0;0;0
CO;Cordoba;08--04--2020;6;6;0;0;0
CR;Ciudad Real;08--04--2020;82;75;7;0;0
CS;Castellon;08--04--2020;37;34;2;0;1
CU;Cuenca;08--04--2020;18;8;10;0;0
GC;Las Palmas;08--04--2020;4;4;0;0;0
GI;Girona;08--04--2020;68;68;0;0;0
GR;Granada;08--04--2020;34;30;4;0;0
GU;Guadalajara;08--04--2020;22;17;5;0;0
H;Huelva;08--04--2020;4;4;0;0;0
HU;Huesca;08--04--2020;10;10;0;0;0
J;Jaen;08--04--2020;12;11;1;0;0
L;Lleida;08--04--2020;35;33;0;1;1
LE;Leon;08--04--2020;34;34;0;0;0
LO;La Rioja;08--04--2020;47;37;10;0;0
LU;Lugo;08--04--2020;9;9;0;0;0
M;Madrid;08--04--2020;707;705;0;2;0
MA;Malaga;08--04--2020;34;32;2;0;0
ME;Melilla;08--04--2020;0;0;0;0;0
MU;Murcia;08--04--2020;18;16;2;0;0
NA;Navarra;08--04--2020;93;93;0;0;0
O;Asturias;08--04--2020;48;48;0;0;0
OR;Ourense;08--04--2020;35;35;0;0;0
P;Palencia;08--04--2020;13;13;0;0;0
PM;Islas Baleares;08--04--2020;23;22;1;0;0
PO;Pontevedra;08--04--2020;49;47;1;1;0
S;Cantabria;08--04--2020;27;27;0;0;0
SA;Salamanca;08--04--2020;34;30;4;0;0
SE;Sevilla;08--04--2020;24;23;1;0;0
SG;Segovia;08--04--2020;62;60;2;0;0
SO;Soria;08--04--2020;15;15;0;0;0
SS;Guipuzcoa;08--04--2020;32;30;0;0;2
T;Tarragona;08--04--2020;51;50;0;0;1
TE;Teruel;08--04--2020;13;13;0;0;0
TF;Santa Cruz de Tenerife;08--04--2020;7;7;0;0;0
TO;Toledo;08--04--2020;44;25;18;0;1
V;Valencia;08--04--2020;69;61;5;0;3
VA;Valladolid;08--04--2020;125;124;1;0;0
VI;Alava;08--04--2020;25;25;0;0;0
Z;Zaragoza;08--04--2020;85;85;0;0;0
ZA;Zamora;08--04--2020;10;9;1;0;0
A;Alicante;09--04--2020;34;24;7;0;3
AB;Albacete;09--04--2020;59;40;19;0;0
AL;Almeria;09--04--2020;5;3;2;0;0
AV;Avila;09--04--2020;20;17;3;0;0
B;Barcelona;09--04--2020;841;821;0;1;19
BA;Badajoz;09--04--2020;3;3;0;0;0
BI;Bizkaia;09--04--2020;125;125;0;0;0
BU;Burgos;09--04--2020;85;80;5;0;0
C;A Coruña;09--04--2020;77;74;3;0;0
CA;Cadiz;09--04--2020;7;7;0;0;0
CC;Caceres;09--04--2020;19;16;3;0;0
CE;Ceuta;09--04--2020;2;2;0;0;0
CO;Cordoba;09--04--2020;4;4;0;0;0
CR;Ciudad Real;09--04--2020;36;23;11;2;0
CS;Castellon;09--04--2020;29;28;0;0;1
CU;Cuenca;09--04--2020;21;15;6;0;0
GC;Las Palmas;09--04--2020;5;5;0;0;0
GI;Girona;09--04--2020;67;64;0;0;3
GR;Granada;09--04--2020;17;16;1;0;0
GU;Guadalajara;09--04--2020;11;10;1;0;0
H;Huelva;09--04--2020;3;3;0;0;0
HU;Huesca;09--04--2020;8;8;0;0;0
J;Jaen;09--04--2020;9;8;1;0;0
L;Lleida;09--04--2020;58;58;0;0;0
LE;Leon;09--04--2020;89;84;5;0;0
LO;La Rioja;09--04--2020;47;40;5;0;2
LU;Lugo;09--04--2020;24;24;0;0;0
M;Madrid;09--04--2020;653;653;0;0;0
MA;Malaga;09--04--2020;26;25;1;0;0
ME;Melilla;09--04--2020;0;0;0;0;0
MU;Murcia;09--04--2020;7;6;1;0;0
NA;Navarra;09--04--2020;80;79;1;0;0
O;Asturias;09--04--2020;42;42;0;0;0
OR;Ourense;09--04--2020;42;42;0;0;0
P;Palencia;09--04--2020;12;11;1;0;0
PM;Islas Baleares;09--04--2020;11;8;3;0;0
PO;Pontevedra;09--04--2020;17;17;0;0;0
S;Cantabria;09--04--2020;23;23;0;0;0
SA;Salamanca;09--04--2020;49;46;3;0;0
SE;Sevilla;09--04--2020;23;21;2;0;0
SG;Segovia;09--04--2020;42;38;4;0;0
SO;Soria;09--04--2020;10;8;2;0;0
SS;Guipuzcoa;09--04--2020;47;47;0;0;0
T;Tarragona;09--04--2020;72;71;0;0;1
TE;Teruel;09--04--2020;11;11;0;0;0
TF;Santa Cruz de Tenerife;09--04--2020;16;16;0;0;0
TO;Toledo;09--04--2020;48;37;11;0;0
V;Valencia;09--04--2020;71;64;5;0;2
VA;Valladolid;09--04--2020;51;50;1;0;0
VI;Alava;09--04--2020;22;22;0;0;0
Z;Zaragoza;09--04--2020;75;70;0;0;5
ZA;Zamora;09--04--2020;23;21;2;0;0
A;Alicante;10--04--2020;30;28;2;0;0
AB;Albacete;10--04--2020;25;22;3;0;0
AL;Almeria;10--04--2020;5;5;0;0;0
AV;Avila;10--04--2020;36;33;3;0;0
B;Barcelona;10--04--2020;844;819;0;2;23
BA;Badajoz;10--04--2020;12;10;2;0;0
BI;Bizkaia;10--04--2020;118;114;0;0;4
BU;Burgos;10--04--2020;48;48;0;0;0
C;A Coruña;10--04--2020;42;41;1;0;0
CA;Cadiz;10--04--2020;17;16;1;0;0
CC;Caceres;10--04--2020;33;27;6;0;0
CE;Ceuta;10--04--2020;1;1;0;0;0
CO;Cordoba;10--04--2020;6;6;0;0;0
CR;Ciudad Real;10--04--2020;42;23;19;0;0
CS;Castellon;10--04--2020;20;20;0;0;0
CU;Cuenca;10--04--2020;18;10;8;0;0
GC;Las Palmas;10--04--2020;4;4;0;0;0
GI;Girona;10--04--2020;76;75;0;0;1
GR;Granada;10--04--2020;31;27;4;0;0
GU;Guadalajara;10--04--2020;22;17;5;0;0
H;Huelva;10--04--2020;3;3;0;0;0
HU;Huesca;10--04--2020;11;11;0;0;0
J;Jaen;10--04--2020;8;8;0;0;0
L;Lleida;10--04--2020;41;41;0;0;0
LE;Leon;10--04--2020;104;101;3;0;0
LO;La Rioja;10--04--2020;40;38;2;0;0
LU;Lugo;10--04--2020;1;1;0;0;0
M;Madrid;10--04--2020;730;730;0;0;0
MA;Malaga;10--04--2020;16;15;1;0;0
ME;Melilla;10--04--2020;1;1;0;0;0
MU;Murcia;10--04--2020;7;6;1;0;0
NA;Navarra;10--04--2020;70;69;1;0;0
O;Asturias;10--04--2020;59;59;0;0;0
OR;Ourense;10--04--2020;18;18;0;0;0
P;Palencia;10--04--2020;17;17;0;0;0
PM;Islas Baleares;10--04--2020;21;17;4;0;0
PO;Pontevedra;10--04--2020;13;12;1;0;0
S;Cantabria;10--04--2020;29;29;0;0;0
SA;Salamanca;10--04--2020;31;23;8;0;0
SE;Sevilla;10--04--2020;17;15;2;0;0
SG;Segovia;10--04--2020;27;24;3;0;0
SO;Soria;10--04--2020;20;18;2;0;0
SS;Guipuzcoa;10--04--2020;45;42;0;0;3
T;Tarragona;10--04--2020;40;38;0;0;2
TE;Teruel;10--04--2020;4;4;0;0;0
TF;Santa Cruz de Tenerife;10--04--2020;9;9;0;0;0
TO;Toledo;10--04--2020;49;38;11;0;0
V;Valencia;10--04--2020;54;48;6;0;0
VA;Valladolid;10--04--2020;52;51;1;0;0
VI;Alava;10--04--2020;20;20;0;0;0
Z;Zaragoza;10--04--2020;62;58;0;1;3
ZA;Zamora;10--04--2020;16;13;3;0;0
A;Alicante;11--04--2020;16;15;0;0;1
AB;Albacete;11--04--2020;14;10;4;0;0
AL;Almeria;11--04--2020;6;6;0;0;0
AV;Avila;11--04--2020;21;19;2;0;0
B;Barcelona;11--04--2020;932;923;0;1;8
BA;Badajoz;11--04--2020;8;6;2;0;0
BI;Bizkaia;11--04--2020;90;87;0;1;2
BU;Burgos;11--04--2020;45;41;4;0;0
C;A Coruña;11--04--2020;32;30;0;2;0
CA;Cadiz;11--04--2020;12;9;3;0;0
CC;Caceres;11--04--2020;22;21;1;0;0
CE;Ceuta;11--04--2020;0;0;0;0;0
CO;Cordoba;11--04--2020;9;9;0;0;0
CR;Ciudad Real;11--04--2020;46;38;8;0;0
CS;Castellon;11--04--2020;20;18;2;0;0
CU;Cuenca;11--04--2020;12;6;6;0;0
GC;Las Palmas;11--04--2020;4;4;0;0;0
GI;Girona;11--04--2020;42;41;0;0;1
GR;Granada;11--04--2020;28;28;0;0;0
GU;Guadalajara;11--04--2020;17;13;4;0;0
H;Huelva;11--04--2020;5;5;0;0;0
HU;Huesca;11--04--2020;8;8;0;0;0
J;Jaen;11--04--2020;16;15;1;0;0
L;Lleida;11--04--2020;34;34;0;0;0
LE;Leon;11--04--2020;127;122;5;0;0
LO;La Rioja;11--04--2020;26;24;2;0;0
LU;Lugo;11--04--2020;1;1;0;0;0
M;Madrid;11--04--2020;598;598;0;0;0
MA;Malaga;11--04--2020;14;11;3;0;0
ME;Melilla;11--04--2020;0;0;0;0;0
MU;Murcia;11--04--2020;7;5;2;0;0
NA;Navarra;11--04--2020;46;45;1;0;0
O;Asturias;11--04--2020;51;51;0;0;0
OR;Ourense;11--04--2020;7;7;0;0;0
P;Palencia;11--04--2020;14;14;0;0;0
PM;Islas Baleares;11--04--2020;15;14;1;0;0
PO;Pontevedra;11--04--2020;27;27;0;0;0
S;Cantabria;11--04--2020;24;24;0;0;0
SA;Salamanca;11--04--2020;38;29;9;0;0
SE;Sevilla;11--04--2020;17;14;3;0;0
SG;Segovia;11--04--2020;21;17;4;0;0
SO;Soria;11--04--2020;19;19;0;0;0
SS;Guipuzcoa;11--04--2020;30;27;0;0;3
T;Tarragona;11--04--2020;44;43;0;0;1
TE;Teruel;11--04--2020;6;6;0;0;0
TF;Santa Cruz de Tenerife;11--04--2020;9;9;0;0;0
TO;Toledo;11--04--2020;27;13;14;0;0
V;Valencia;11--04--2020;48;44;2;0;2
VA;Valladolid;11--04--2020;42;41;1;0;0
VI;Alava;11--04--2020;10;10;0;0;0
Z;Zaragoza;11--04--2020;48;43;0;0;5
ZA;Zamora;11--04--2020;9;9;0;0;0
A;Alicante;12--04--2020;8;8;0;0;0
AB;Albacete;12--04--2020;20;15;5;0;0
AL;Almeria;12--04--2020;2;2;0;0;0
AV;Avila;12--04--2020;19;18;1;0;0
B;Barcelona;12--04--2020;523;508;0;2;13
BA;Badajoz;12--04--2020;6;5;1;0;0
BI;Bizkaia;12--04--2020;101;98;0;0;3
BU;Burgos;12--04--2020;24;19;5;0;0
C;A Coruña;12--04--2020;28;27;1;0;0
CA;Cadiz;12--04--2020;11;11;0;0;0
CC;Caceres;12--04--2020;20;16;4;0;0
CE;Ceuta;12--04--2020;0;0;0;0;0
CO;Cordoba;12--04--2020;9;7;2;0;0
CR;Ciudad Real;12--04--2020;47;37;10;0;0
CS;Castellon;12--04--2020;15;14;1;0;0
CU;Cuenca;12--04--2020;16;7;9;0;0
GC;Las Palmas;12--04--2020;2;2;0;0;0
GI;Girona;12--04--2020;88;86;0;0;2
GR;Granada;12--04--2020;18;18;0;0;0
GU;Guadalajara;12--04--2020;15;13;2;0;0
H;Huelva;12--04--2020;0;0;0;0;0
HU;Huesca;12--04--2020;9;9;0;0;0
J;Jaen;12--04--2020;13;11;2;0;0
L;Lleida;12--04--2020;35;35;0;0;0
LE;Leon;12--04--2020;32;28;4;0;0
LO;La Rioja;12--04--2020;22;22;0;0;0
LU;Lugo;12--04--2020;2;2;0;0;0
M;Madrid;12--04--2020;513;513;0;0;0
MA;Malaga;12--04--2020;11;11;0;0;0
ME;Melilla;12--04--2020;1;1;0;0;0
MU;Murcia;12--04--2020;4;3;1;0;0
NA;Navarra;12--04--2020;59;59;0;0;0
O;Asturias;12--04--2020;24;24;0;0;0
OR;Ourense;12--04--2020;13;13;0;0;0
P;Palencia;12--04--2020;8;8;0;0;0
PM;Islas Baleares;12--04--2020;15;15;0;0;0
PO;Pontevedra;12--04--2020;20;19;0;1;0
S;Cantabria;12--04--2020;46;46;0;0;0
SA;Salamanca;12--04--2020;27;21;6;0;0
SE;Sevilla;12--04--2020;25;23;2;0;0
SG;Segovia;12--04--2020;20;19;1;0;0
SO;Soria;12--04--2020;8;8;0;0;0
SS;Guipuzcoa;12--04--2020;37;35;0;0;2
T;Tarragona;12--04--2020;36;32;0;0;4
TE;Teruel;12--04--2020;2;2;0;0;0
TF;Santa Cruz de Tenerife;12--04--2020;6;6;0;0;0
TO;Toledo;12--04--2020;48;41;7;0;0
V;Valencia;12--04--2020;48;43;3;0;2
VA;Valladolid;12--04--2020;37;35;2;0;0
VI;Alava;12--04--2020;10;9;0;1;0
