provincia_iso;provincia;fecha;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
MA;Malaga;02--06--2020;2;2;0;0;0
ME;Melilla;02--06--2020;0;0;0;0;0
MU;Murcia;02--06--2020;2;2;0;0;0
NA;Navarra;02--06--2020;3;3;0;0;0
O;Asturias;02--06--2020;0;0;0;0;0
OR;Ourense;02--06--2020;0;0;0;0;0
P;Palencia;02--06--2020;0;0;0;0;0
PM;Islas Baleares;02--06--2020;7;7;0;0;0
PO;Pontevedra;02--06--2020;1;1;0;0;0
S;Cantabria;02--06--2020;2;2;0;0;0
SA;Salamanca;02--06--2020;7;7;0;0;0
SE;Sevilla;02--06--2020;2;2;0;0;0
SG;Segovia;02--06--2020;0;0;0;0;0
SO;Soria;02--06--2020;0;0;0;0;0
SS;Guipuzcoa;02--06--2020;0;0;0;0;0
T;Tarragona;02--06--2020;4;3;0;1;0
TE;Teruel;02--06--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;02--06--2020;3;3;0;0;0
TO;Toledo;02--06--2020;6;6;0;0;0
V;Valencia;02--06--2020;18;18;0;0;0
VA;Valladolid;02--06--2020;3;3;0;0;0
VI;Alava;02--06--2020;6;4;0;2;0
Z;Zaragoza;02--06--2020;6;6;0;0;0
ZA;Zamora;02--06--2020;1;1;0;0;0
A;Alicante;03--06--2020;1;1;0;0;0
AB;Albacete;03--06--2020;5;4;0;1;0
AL;Almeria;03--06--2020;3;3;0;0;0
AV;Avila;03--06--2020;2;2;0;0;0
B;Barcelona;03--06--2020;85;60;0;25;0
BA;Badajoz;03--06--2020;0;0;0;0;0
BI;Bizkaia;03--06--2020;5;4;0;1;0
BU;Burgos;03--06--2020;3;3;0;0;0
C;A Coruña;03--06--2020;0;0;0;0;0
CA;Cadiz;03--06--2020;3;3;0;0;0
CC;Caceres;03--06--2020;0;0;0;0;0
CE;Ceuta;03--06--2020;4;4;0;0;0
CO;Cordoba;03--06--2020;1;1;0;0;0
CR;Ciudad Real;03--06--2020;15;15;0;0;0
CS;Castellon;03--06--2020;2;2;0;0;0
CU;Cuenca;03--06--2020;6;6;0;0;0
GC;Las Palmas;03--06--2020;3;3;0;0;0
GI;Girona;03--06--2020;24;24;0;0;0
GR;Granada;03--06--2020;3;3;0;0;0
GU;Guadalajara;03--06--2020;6;5;0;1;0
H;Huelva;03--06--2020;0;0;0;0;0
HU;Huesca;03--06--2020;2;2;0;0;0
J;Jaen;03--06--2020;0;0;0;0;0
L;Lleida;03--06--2020;22;22;0;0;0
LE;Leon;03--06--2020;2;2;0;0;0
LO;La Rioja;03--06--2020;2;2;0;0;0
LU;Lugo;03--06--2020;0;0;0;0;0
M;Madrid;03--06--2020;147;143;0;4;0
MA;Malaga;03--06--2020;2;2;0;0;0
ME;Melilla;03--06--2020;0;0;0;0;0
MU;Murcia;03--06--2020;2;2;0;0;0
NA;Navarra;03--06--2020;6;6;0;0;0
O;Asturias;03--06--2020;1;1;0;0;0
OR;Ourense;03--06--2020;0;0;0;0;0
P;Palencia;03--06--2020;1;1;0;0;0
PM;Islas Baleares;03--06--2020;3;3;0;0;0
PO;Pontevedra;03--06--2020;0;0;0;0;0
S;Cantabria;03--06--2020;0;0;0;0;0
SA;Salamanca;03--06--2020;9;9;0;0;0
SE;Sevilla;03--06--2020;3;3;0;0;0
SG;Segovia;03--06--2020;0;0;0;0;0
SO;Soria;03--06--2020;7;7;0;0;0
SS;Guipuzcoa;03--06--2020;1;0;0;1;0
T;Tarragona;03--06--2020;4;4;0;0;0
TE;Teruel;03--06--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;03--06--2020;1;1;0;0;0
TO;Toledo;03--06--2020;9;8;0;1;0
V;Valencia;03--06--2020;8;8;0;0;0
VA;Valladolid;03--06--2020;2;2;0;0;0
VI;Alava;03--06--2020;3;3;0;0;0
Z;Zaragoza;03--06--2020;5;5;0;0;0
ZA;Zamora;03--06--2020;1;1;0;0;0
A;Alicante;04--06--2020;1;1;0;0;0
AB;Albacete;04--06--2020;4;4;0;0;0
AL;Almeria;04--06--2020;1;1;0;0;0
AV;Avila;04--06--2020;2;2;0;0;0
B;Barcelona;04--06--2020;91;61;0;30;0
BA;Badajoz;04--06--2020;1;1;0;0;0
BI;Bizkaia;04--06--2020;3;3;0;0;0
BU;Burgos;04--06--2020;5;4;0;1;0
C;A Coruña;04--06--2020;0;0;0;0;0
CA;Cadiz;04--06--2020;0;0;0;0;0
CC;Caceres;04--06--2020;2;2;0;0;0
CE;Ceuta;04--06--2020;0;0;0;0;0
CO;Cordoba;04--06--2020;0;0;0;0;0
CR;Ciudad Real;04--06--2020;13;13;0;0;0
CS;Castellon;04--06--2020;2;2;0;0;0
CU;Cuenca;04--06--2020;4;4;0;0;0
GC;Las Palmas;04--06--2020;1;1;0;0;0
GI;Girona;04--06--2020;13;12;0;1;0
GR;Granada;04--06--2020;0;0;0;0;0
GU;Guadalajara;04--06--2020;11;5;0;6;0
H;Huelva;04--06--2020;0;0;0;0;0
HU;Huesca;04--06--2020;4;4;0;0;0
J;Jaen;04--06--2020;0;0;0;0;0
L;Lleida;04--06--2020;25;25;0;0;0
LE;Leon;04--06--2020;0;0;0;0;0
LO;La Rioja;04--06--2020;2;2;0;0;0
LU;Lugo;04--06--2020;1;1;0;0;0
M;Madrid;04--06--2020;114;109;0;5;0
MA;Malaga;04--06--2020;3;3;0;0;0
ME;Melilla;04--06--2020;0;0;0;0;0
MU;Murcia;04--06--2020;2;2;0;0;0
NA;Navarra;04--06--2020;7;7;0;0;0
O;Asturias;04--06--2020;0;0;0;0;0
OR;Ourense;04--06--2020;0;0;0;0;0
P;Palencia;04--06--2020;1;1;0;0;0
PM;Islas Baleares;04--06--2020;6;6;0;0;0
PO;Pontevedra;04--06--2020;1;1;0;0;0
S;Cantabria;04--06--2020;1;1;0;0;0
SA;Salamanca;04--06--2020;3;3;0;0;0
SE;Sevilla;04--06--2020;1;1;0;0;0
SG;Segovia;04--06--2020;1;0;0;1;0
SO;Soria;04--06--2020;2;2;0;0;0
SS;Guipuzcoa;04--06--2020;1;0;0;1;0
T;Tarragona;04--06--2020;6;5;0;1;0
TE;Teruel;04--06--2020;1;1;0;0;0
TF;Santa Cruz de Tenerife;04--06--2020;0;0;0;0;0
TO;Toledo;04--06--2020;6;6;0;0;0
V;Valencia;04--06--2020;6;6;0;0;0
VA;Valladolid;04--06--2020;11;11;0;0;0
VI;Alava;04--06--2020;3;3;0;0;0
Z;Zaragoza;04--06--2020;4;4;0;0;0
ZA;Zamora;04--06--2020;2;2;0;0;0
A;Alicante;05--06--2020;1;1;0;0;0
AB;Albacete;05--06--2020;2;2;0;0;0
AL;Almeria;05--06--2020;4;4;0;0;0
AV;Avila;05--06--2020;6;6;0;0;0
B;Barcelona;05--06--2020;118;98;0;20;0
BA;Badajoz;05--06--2020;0;0;0;0;0
BI;Bizkaia;05--06--2020;7;7;0;0;0
BU;Burgos;05--06--2020;3;3;0;0;0
C;A Coruña;05--06--2020;2;2;0;0;0
CA;Cadiz;05--06--2020;2;2;0;0;0
CC;Caceres;05--06--2020;0;0;0;0;0
CE;Ceuta;05--06--2020;0;0;0;0;0
CO;Cordoba;05--06--2020;0;0;0;0;0
CR;Ciudad Real;05--06--2020;10;10;0;0;0
CS;Castellon;05--06--2020;1;1;0;0;0
CU;Cuenca;05--06--2020;5;5;0;0;0
GC;Las Palmas;05--06--2020;1;1;0;0;0
GI;Girona;05--06--2020;21;18;0;3;0
GR;Granada;05--06--2020;2;2;0;0;0
GU;Guadalajara;05--06--2020;9;9;0;0;0
H;Huelva;05--06--2020;0;0;0;0;0
HU;Huesca;05--06--2020;1;1;0;0;0
J;Jaen;05--06--2020;0;0;0;0;0
L;Lleida;05--06--2020;39;38;0;1;0
LE;Leon;05--06--2020;5;5;0;0;0
LO;La Rioja;05--06--2020;2;2;0;0;0
LU;Lugo;05--06--2020;0;0;0;0;0
M;Madrid;05--06--2020;142;141;0;1;0
MA;Malaga;05--06--2020;3;3;0;0;0
ME;Melilla;05--06--2020;0;0;0;0;0
MU;Murcia;05--06--2020;1;1;0;0;0
NA;Navarra;05--06--2020;6;6;0;0;0
O;Asturias;05--06--2020;2;2;0;0;0
OR;Ourense;05--06--2020;0;0;0;0;0
P;Palencia;05--06--2020;0;0;0;0;0
PM;Islas Baleares;05--06--2020;2;2;0;0;0
PO;Pontevedra;05--06--2020;2;2;0;0;0
S;Cantabria;05--06--2020;2;2;0;0;0
SA;Salamanca;05--06--2020;5;5;0;0;0
SE;Sevilla;05--06--2020;1;1;0;0;0
SG;Segovia;05--06--2020;7;7;0;0;0
SO;Soria;05--06--2020;4;4;0;0;0
SS;Guipuzcoa;05--06--2020;2;2;0;0;0
T;Tarragona;05--06--2020;1;1;0;0;0
TE;Teruel;05--06--2020;1;1;0;0;0
TF;Santa Cruz de Tenerife;05--06--2020;0;0;0;0;0
TO;Toledo;05--06--2020;6;6;0;0;0
V;Valencia;05--06--2020;6;6;0;0;0
VA;Valladolid;05--06--2020;3;3;0;0;0
VI;Alava;05--06--2020;2;1;0;1;0
Z;Zaragoza;05--06--2020;3;3;0;0;0
ZA;Zamora;05--06--2020;2;2;0;0;0
A;Alicante;06--06--2020;1;1;0;0;0
AB;Albacete;06--06--2020;1;1;0;0;0
AL;Almeria;06--06--2020;0;0;0;0;0
AV;Avila;06--06--2020;1;1;0;0;0
B;Barcelona;06--06--2020;46;46;0;0;0
BA;Badajoz;06--06--2020;0;0;0;0;0
BI;Bizkaia;06--06--2020;6;3;0;3;0
BU;Burgos;06--06--2020;2;2;0;0;0
C;A Coruña;06--06--2020;0;0;0;0;0
CA;Cadiz;06--06--2020;0;0;0;0;0
CC;Caceres;06--06--2020;0;0;0;0;0
CE;Ceuta;06--06--2020;0;0;0;0;0
CO;Cordoba;06--06--2020;1;1;0;0;0
CR;Ciudad Real;06--06--2020;9;9;0;0;0
CS;Castellon;06--06--2020;0;0;0;0;0
CU;Cuenca;06--06--2020;0;0;0;0;0
GC;Las Palmas;06--06--2020;0;0;0;0;0
GI;Girona;06--06--2020;7;7;0;0;0
GR;Granada;06--06--2020;0;0;0;0;0
GU;Guadalajara;06--06--2020;3;3;0;0;0
H;Huelva;06--06--2020;0;0;0;0;0
HU;Huesca;06--06--2020;0;0;0;0;0
J;Jaen;06--06--2020;0;0;0;0;0
L;Lleida;06--06--2020;16;16;0;0;0
LE;Leon;06--06--2020;1;1;0;0;0
LO;La Rioja;06--06--2020;2;2;0;0;0
LU;Lugo;06--06--2020;0;0;0;0;0
M;Madrid;06--06--2020;75;74;0;1;0
MA;Malaga;06--06--2020;4;4;0;0;0
ME;Melilla;06--06--2020;0;0;0;0;0
MU;Murcia;06--06--2020;3;3;0;0;0
NA;Navarra;06--06--2020;1;1;0;0;0
O;Asturias;06--06--2020;2;2;0;0;0
OR;Ourense;06--06--2020;0;0;0;0;0
P;Palencia;06--06--2020;2;2;0;0;0
PM;Islas Baleares;06--06--2020;2;2;0;0;0
PO;Pontevedra;06--06--2020;1;1;0;0;0
S;Cantabria;06--06--2020;0;0;0;0;0
SA;Salamanca;06--06--2020;2;2;0;0;0
SE;Sevilla;06--06--2020;1;1;0;0;0
SG;Segovia;06--06--2020;1;1;0;0;0
SO;Soria;06--06--2020;1;1;0;0;0
SS;Guipuzcoa;06--06--2020;2;1;0;1;0
T;Tarragona;06--06--2020;2;2;0;0;0
TE;Teruel;06--06--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;06--06--2020;4;4;0;0;0
TO;Toledo;06--06--2020;9;9;0;0;0
V;Valencia;06--06--2020;7;7;0;0;0
VA;Valladolid;06--06--2020;2;2;0;0;0
VI;Alava;06--06--2020;5;4;0;1;0
Z;Zaragoza;06--06--2020;6;6;0;0;0
ZA;Zamora;06--06--2020;0;0;0;0;0
A;Alicante;07--06--2020;1;1;0;0;0
AB;Albacete;07--06--2020;0;0;0;0;0
AL;Almeria;07--06--2020;0;0;0;0;0
AV;Avila;07--06--2020;1;1;0;0;0
B;Barcelona;07--06--2020;39;37;0;2;0
BA;Badajoz;07--06--2020;0;0;0;0;0
BI;Bizkaia;07--06--2020;10;9;0;1;0
BU;Burgos;07--06--2020;2;2;0;0;0
C;A Coruña;07--06--2020;0;0;0;0;0
CA;Cadiz;07--06--2020;0;0;0;0;0
CC;Caceres;07--06--2020;1;1;0;0;0
CE;Ceuta;07--06--2020;0;0;0;0;0
CO;Cordoba;07--06--2020;0;0;0;0;0
CR;Ciudad Real;07--06--2020;2;2;0;0;0
CS;Castellon;07--06--2020;0;0;0;0;0
CU;Cuenca;07--06--2020;1;1;0;0;0
GC;Las Palmas;07--06--2020;0;0;0;0;0
GI;Girona;07--06--2020;6;6;0;0;0
GR;Granada;07--06--2020;1;1;0;0;0
GU;Guadalajara;07--06--2020;2;2;0;0;0
H;Huelva;07--06--2020;0;0;0;0;0
HU;Huesca;07--06--2020;1;1;0;0;0
J;Jaen;07--06--2020;0;0;0;0;0
L;Lleida;07--06--2020;12;11;0;0;1
LE;Leon;07--06--2020;0;0;0;0;0
LO;La Rioja;07--06--2020;1;1;0;0;0
LU;Lugo;07--06--2020;0;0;0;0;0
M;Madrid;07--06--2020;64;59;0;5;0
MA;Malaga;07--06--2020;1;1;0;0;0
ME;Melilla;07--06--2020;0;0;0;0;0
MU;Murcia;07--06--2020;0;0;0;0;0
NA;Navarra;07--06--2020;2;2;0;0;0
O;Asturias;07--06--2020;1;1;0;0;0
OR;Ourense;07--06--2020;0;0;0;0;0
P;Palencia;07--06--2020;0;0;0;0;0
PM;Islas Baleares;07--06--2020;3;3;0;0;0
PO;Pontevedra;07--06--2020;1;1;0;0;0
S;Cantabria;07--06--2020;3;3;0;0;0
SA;Salamanca;07--06--2020;4;4;0;0;0
SE;Sevilla;07--06--2020;0;0;0;0;0
SG;Segovia;07--06--2020;3;3;0;0;0
SO;Soria;07--06--2020;1;1;0;0;0
SS;Guipuzcoa;07--06--2020;2;1;0;1;0
T;Tarragona;07--06--2020;3;3;0;0;0
TE;Teruel;07--06--2020;1;1;0;0;0
TF;Santa Cruz de Tenerife;07--06--2020;1;1;0;0;0
TO;Toledo;07--06--2020;6;6;0;0;0
V;Valencia;07--06--2020;6;6;0;0;0
VA;Valladolid;07--06--2020;2;2;0;0;0
VI;Alava;07--06--2020;3;2;0;1;0
Z;Zaragoza;07--06--2020;2;2;0;0;0
ZA;Zamora;07--06--2020;0;0;0;0;0
A;Alicante;08--06--2020;2;2;0;0;0
AB;Albacete;08--06--2020;2;1;0;1;0
AL;Almeria;08--06--2020;0;0;0;0;0
AV;Avila;08--06--2020;1;1;0;0;0
B;Barcelona;08--06--2020;85;71;0;14;0
BA;Badajoz;08--06--2020;0;0;0;0;0
BI;Bizkaia;08--06--2020;8;8;0;0;0
BU;Burgos;08--06--2020;4;4;0;0;0
C;A Coruña;08--06--2020;2;2;0;0;0
CA;Cadiz;08--06--2020;0;0;0;0;0
CC;Caceres;08--06--2020;1;1;0;0;0
CE;Ceuta;08--06--2020;0;0;0;0;0
CO;Cordoba;08--06--2020;0;0;0;0;0
CR;Ciudad Real;08--06--2020;9;9;0;0;0
CS;Castellon;08--06--2020;1;1;0;0;0
CU;Cuenca;08--06--2020;4;4;0;0;0
GC;Las Palmas;08--06--2020;0;0;0;0;0
GI;Girona;08--06--2020;12;12;0;0;0
GR;Granada;08--06--2020;0;0;0;0;0
GU;Guadalajara;08--06--2020;4;4;0;0;0
H;Huelva;08--06--2020;0;0;0;0;0
HU;Huesca;08--06--2020;2;2;0;0;0
J;Jaen;08--06--2020;0;0;0;0;0
L;Lleida;08--06--2020;26;25;0;1;0
LE;Leon;08--06--2020;6;6;0;0;0
LO;La Rioja;08--06--2020;0;0;0;0;0
LU;Lugo;08--06--2020;1;1;0;0;0
M;Madrid;08--06--2020;143;134;0;9;0
MA;Malaga;08--06--2020;1;1;0;0;0
ME;Melilla;08--06--2020;0;0;0;0;0
MU;Murcia;08--06--2020;2;2;0;0;0
NA;Navarra;08--06--2020;0;0;0;0;0
O;Asturias;08--06--2020;0;0;0;0;0
OR;Ourense;08--06--2020;0;0;0;0;0
P;Palencia;08--06--2020;5;5;0;0;0
PM;Islas Baleares;08--06--2020;2;2;0;0;0
PO;Pontevedra;08--06--2020;1;1;0;0;0
S;Cantabria;08--06--2020;1;1;0;0;0
SA;Salamanca;08--06--2020;10;10;0;0;0
SE;Sevilla;08--06--2020;5;5;0;0;0
SG;Segovia;08--06--2020;2;2;0;0;0
SO;Soria;08--06--2020;4;4;0;0;0
SS;Guipuzcoa;08--06--2020;2;1;0;1;0
T;Tarragona;08--06--2020;1;1;0;0;0
TE;Teruel;08--06--2020;1;1;0;0;0
TF;Santa Cruz de Tenerife;08--06--2020;1;1;0;0;0
TO;Toledo;08--06--2020;14;14;0;0;0
V;Valencia;08--06--2020;2;2;0;0;0
VA;Valladolid;08--06--2020;2;2;0;0;0
VI;Alava;08--06--2020;5;5;0;0;0
Z;Zaragoza;08--06--2020;2;2;0;0;0
ZA;Zamora;08--06--2020;0;0;0;0;0
A;Alicante;09--06--2020;2;2;0;0;0
AB;Albacete;09--06--2020;0;0;0;0;0
AL;Almeria;09--06--2020;1;1;0;0;0
AV;Avila;09--06--2020;1;1;0;0;0
B;Barcelona;09--06--2020;77;46;0;31;0
BA;Badajoz;09--06--2020;0;0;0;0;0
BI;Bizkaia;09--06--2020;8;8;0;0;0
BU;Burgos;09--06--2020;3;3;0;0;0
C;A Coruña;09--06--2020;3;3;0;0;0
CA;Cadiz;09--06--2020;1;1;0;0;0
CC;Caceres;09--06--2020;3;2;1;0;0
CE;Ceuta;09--06--2020;0;0;0;0;0
CO;Cordoba;09--06--2020;0;0;0;0;0
CR;Ciudad Real;09--06--2020;13;13;0;0;0
CS;Castellon;09--06--2020;2;2;0;0;0
CU;Cuenca;09--06--2020;2;1;0;1;0
GC;Las Palmas;09--06--2020;0;0;0;0;0
GI;Girona;09--06--2020;3;3;0;0;0
GR;Granada;09--06--2020;1;1;0;0;0
GU;Guadalajara;09--06--2020;5;5;0;0;0
H;Huelva;09--06--2020;0;0;0;0;0
HU;Huesca;09--06--2020;5;5;0;0;0
J;Jaen;09--06--2020;2;2;0;0;0
L;Lleida;09--06--2020;10;9;0;1;0
LE;Leon;09--06--2020;4;4;0;0;0
LO;La Rioja;09--06--2020;1;1;0;0;0
LU;Lugo;09--06--2020;0;0;0;0;0
M;Madrid;09--06--2020;111;107;0;4;0
MA;Malaga;09--06--2020;2;2;0;0;0
ME;Melilla;09--06--2020;1;1;0;0;0
MU;Murcia;09--06--2020;2;2;0;0;0
NA;Navarra;09--06--2020;5;5;0;0;0
O;Asturias;09--06--2020;0;0;0;0;0
OR;Ourense;09--06--2020;0;0;0;0;0
P;Palencia;09--06--2020;2;2;0;0;0
PM;Islas Baleares;09--06--2020;1;1;0;0;0
PO;Pontevedra;09--06--2020;0;0;0;0;0
S;Cantabria;09--06--2020;0;0;0;0;0
SA;Salamanca;09--06--2020;4;4;0;0;0
SE;Sevilla;09--06--2020;1;1;0;0;0
SG;Segovia;09--06--2020;2;2;0;0;0
SO;Soria;09--06--2020;3;3;0;0;0
SS;Guipuzcoa;09--06--2020;6;1;0;5;0
T;Tarragona;09--06--2020;1;1;0;0;0
TE;Teruel;09--06--2020;1;1;0;0;0
TF;Santa Cruz de Tenerife;09--06--2020;1;1;0;0;0
TO;Toledo;09--06--2020;5;5;0;0;0
V;Valencia;09--06--2020;4;4;0;0;0
VA;Valladolid;09--06--2020;4;4;0;0;0
VI;Alava;09--06--2020;3;2;0;1;0
Z;Zaragoza;09--06--2020;4;4;0;0;0
ZA;Zamora;09--06--2020;2;2;0;0;0
A;Alicante;10--06--2020;0;0;0;0;0
AB;Albacete;10--06--2020;2;2;0;0;0
AL;Almeria;10--06--2020;1;1;0;0;0
AV;Avila;10--06--2020;1;1;0;0;0
B;Barcelona;10--06--2020;100;56;0;43;1
BA;Badajoz;10--06--2020;0;0;0;0;0
BI;Bizkaia;10--06--2020;10;7;0;3;0
BU;Burgos;10--06--2020;2;2;0;0;0
C;A Coruña;10--06--2020;0;0;0;0;0
CA;Cadiz;10--06--2020;1;1;0;0;0
CC;Caceres;10--06--2020;1;1;0;0;0
CE;Ceuta;10--06--2020;0;0;0;0;0
CO;Cordoba;10--06--2020;0;0;0;0;0
CR;Ciudad Real;10--06--2020;6;6;0;0;0
CS;Castellon;10--06--2020;0;0;0;0;0
CU;Cuenca;10--06--2020;1;1;0;0;0
GC;Las Palmas;10--06--2020;0;0;0;0;0
GI;Girona;10--06--2020;6;6;0;0;0
GR;Granada;10--06--2020;0;0;0;0;0
GU;Guadalajara;10--06--2020;5;3;0;2;0
H;Huelva;10--06--2020;0;0;0;0;0
HU;Huesca;10--06--2020;1;1;0;0;0
J;Jaen;10--06--2020;0;0;0;0;0
L;Lleida;10--06--2020;24;20;0;4;0
LE;Leon;10--06--2020;0;0;0;0;0
LO;La Rioja;10--06--2020;0;0;0;0;0
LU;Lugo;10--06--2020;0;0;0;0;0
M;Madrid;10--06--2020;115;115;0;0;0
MA;Malaga;10--06--2020;3;3;0;0;0
ME;Melilla;10--06--2020;0;0;0;0;0
MU;Murcia;10--06--2020;1;1;0;0;0
NA;Navarra;10--06--2020;4;4;0;0;0
O;Asturias;10--06--2020;0;0;0;0;0
OR;Ourense;10--06--2020;0;0;0;0;0
P;Palencia;10--06--2020;0;0;0;0;0
PM;Islas Baleares;10--06--2020;4;4;0;0;0
PO;Pontevedra;10--06--2020;0;0;0;0;0
S;Cantabria;10--06--2020;1;0;1;0;0
SA;Salamanca;10--06--2020;1;1;0;0;0
SE;Sevilla;10--06--2020;1;1;0;0;0
SG;Segovia;10--06--2020;3;3;0;0;0
SO;Soria;10--06--2020;8;7;0;1;0
SS;Guipuzcoa;10--06--2020;2;1;0;1;0
T;Tarragona;10--06--2020;1;1;0;0;0
TE;Teruel;10--06--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;10--06--2020;0;0;0;0;0
TO;Toledo;10--06--2020;10;9;0;1;0
V;Valencia;10--06--2020;3;3;0;0;0
VA;Valladolid;10--06--2020;1;1;0;0;0
VI;Alava;10--06--2020;0;0;0;0;0
Z;Zaragoza;10--06--2020;1;1;0;0;0
ZA;Zamora;10--06--2020;1;1;0;0;0
A;Alicante;11--06--2020;1;1;0;0;0
AB;Albacete;11--06--2020;0;0;0;0;0
AL;Almeria;11--06--2020;0;0;0;0;0
AV;Avila;11--06--2020;0;0;0;0;0
B;Barcelona;11--06--2020;87;49;0;37;1
BA;Badajoz;11--06--2020;0;0;0;0;0
BI;Bizkaia;11--06--2020;10;8;0;2;0
BU;Burgos;11--06--2020;0;0;0;0;0
C;A Coruña;11--06--2020;0;0;0;0;0
CA;Cadiz;11--06--2020;1;1;0;0;0
CC;Caceres;11--06--2020;0;0;0;0;0
CE;Ceuta;11--06--2020;0;0;0;0;0
CO;Cordoba;11--06--2020;0;0;0;0;0
CR;Ciudad Real;11--06--2020;4;4;0;0;0
CS;Castellon;11--06--2020;1;1;0;0;0
CU;Cuenca;11--06--2020;0;0;0;0;0
GC;Las Palmas;11--06--2020;2;2;0;0;0
GI;Girona;11--06--2020;8;8;0;0;0
GR;Granada;11--06--2020;1;1;0;0;0
GU;Guadalajara;11--06--2020;4;3;0;1;0
H;Huelva;11--06--2020;0;0;0;0;0
HU;Huesca;11--06--2020;2;2;0;0;0
J;Jaen;11--06--2020;0;0;0;0;0
L;Lleida;11--06--2020;18;14;0;4;0
LE;Leon;11--06--2020;2;2;0;0;0
LO;La Rioja;11--06--2020;1;1;0;0;0
LU;Lugo;11--06--2020;1;1;0;0;0
M;Madrid;11--06--2020;103;100;0;3;0
MA;Malaga;11--06--2020;2;2;0;0;0
ME;Melilla;11--06--2020;0;0;0;0;0
MU;Murcia;11--06--2020;0;0;0;0;0
NA;Navarra;11--06--2020;1;1;0;0;0
O;Asturias;11--06--2020;3;3;0;0;0
OR;Ourense;11--06--2020;0;0;0;0;0
P;Palencia;11--06--2020;2;2;0;0;0
PM;Islas Baleares;11--06--2020;4;4;0;0;0
PO;Pontevedra;11--06--2020;0;0;0;0;0
S;Cantabria;11--06--2020;4;4;0;0;0
SA;Salamanca;11--06--2020;2;2;0;0;0
SE;Sevilla;11--06--2020;0;0;0;0;0
SG;Segovia;11--06--2020;3;3;0;0;0
SO;Soria;11--06--2020;3;3;0;0;0
SS;Guipuzcoa;11--06--2020;1;1;0;0;0
T;Tarragona;11--06--2020;2;2;0;0;0
TE;Teruel;11--06--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;11--06--2020;0;0;0;0;0
TO;Toledo;11--06--2020;1;1;0;0;0
V;Valencia;11--06--2020;9;9;0;0;0
VA;Valladolid;11--06--2020;4;4;0;0;0
VI;Alava;11--06--2020;2;1;0;1;0
Z;Zaragoza;11--06--2020;3;3;0;0;0
ZA;Zamora;11--06--2020;1;1;0;0;0
A;Alicante;12--06--2020;3;3;0;0;0
AB;Albacete;12--06--2020;0;0;0;0;0
AL;Almeria;12--06--2020;0;0;0;0;0
AV;Avila;12--06--2020;3;2;0;1;0
B;Barcelona;12--06--2020;89;68;0;21;0
BA;Badajoz;12--06--2020;0;0;0;0;0
BI;Bizkaia;12--06--2020;9;8;0;1;0
BU;Burgos;12--06--2020;0;0;0;0;0
C;A Coruña;12--06--2020;1;1;0;0;0
CA;Cadiz;12--06--2020;1;1;0;0;0
CC;Caceres;12--06--2020;1;1;0;0;0
CE;Ceuta;12--06--2020;0;0;0;0;0
CO;Cordoba;12--06--2020;1;1;0;0;0
CR;Ciudad Real;12--06--2020;5;5;0;0;0
CS;Castellon;12--06--2020;1;1;0;0;0
CU;Cuenca;12--06--2020;1;1;0;0;0
GC;Las Palmas;12--06--2020;2;2;0;0;0
GI;Girona;12--06--2020;6;6;0;0;0
GR;Granada;12--06--2020;0;0;0;0;0
GU;Guadalajara;12--06--2020;3;2;0;1;0
H;Huelva;12--06--2020;0;0;0;0;0
HU;Huesca;12--06--2020;2;2;0;0;0
J;Jaen;12--06--2020;0;0;0;0;0
L;Lleida;12--06--2020;21;15;0;6;0
LE;Leon;12--06--2020;3;3;0;0;0
LO;La Rioja;12--06--2020;0;0;0;0;0
LU;Lugo;12--06--2020;1;1;0;0;0
M;Madrid;12--06--2020;124;122;0;2;0
MA;Malaga;12--06--2020;1;1;0;0;0
ME;Melilla;12--06--2020;0;0;0;0;0
MU;Murcia;12--06--2020;0;0;0;0;0
NA;Navarra;12--06--2020;1;1;0;0;0
O;Asturias;12--06--2020;0;0;0;0;0
OR;Ourense;12--06--2020;0;0;0;0;0
P;Palencia;12--06--2020;1;1;0;0;0
PM;Islas Baleares;12--06--2020;7;7;0;0;0
PO;Pontevedra;12--06--2020;1;1;0;0;0
S;Cantabria;12--06--2020;2;2;0;0;0
SA;Salamanca;12--06--2020;0;0;0;0;0
SE;Sevilla;12--06--2020;1;1;0;0;0
SG;Segovia;12--06--2020;3;3;0;0;0
SO;Soria;12--06--2020;4;4;0;0;0
SS;Guipuzcoa;12--06--2020;9;8;0;1;0
T;Tarragona;12--06--2020;0;0;0;0;0
TE;Teruel;12--06--2020;0;0;0;0;0
TF;Santa Cruz de Tenerife;12--06--2020;1;1;0;0;0
TO;Toledo;12--06--2020;9;9;0;0;0
V;Valencia;12--06--2020;7;7;0;0;0
VA;Valladolid;12--06--2020;4;4;0;0;0
VI;Alava;12--06--2020;2;2;0;0;0
Z;Zaragoza;12--06--2020;1;1;0;0;0
ZA;Zamora;12--06--2020;3;3;0;0;0
A;Alicante;13--06--2020;0;0;0;0;0
AB;Albacete;13--06--2020;0;0;0;0;0
