provincia_iso,provincia,dia,mes,año,num_casos
LU,Lugo,09,02,2020,0
M,Madrid,09,02,2020,2
MA,Malaga,09,02,2020,0
ME,Melilla,09,02,2020,0
MU,Murcia,09,02,2020,0
,Navarra,09,02,2020,0
O,Asturias,09,02,2020,0
OR,Ourense,09,02,2020,0
P,Palencia,09,02,2020,0
PM,Islas Baleares,09,02,2020,0
PO,Pontevedra,09,02,2020,0
S,Cantabria,09,02,2020,0
SA,Salamanca,09,02,2020,0
SE,Sevilla,09,02,2020,0
SG,Segovia,09,02,2020,0
SO,Soria,09,02,2020,0
SS,Guipuzcoa,09,02,2020,0
T,Tarragona,09,02,2020,0
TE,Teruel,09,02,2020,0
TF,Santa Cruz de Tenerife,09,02,2020,0
TO,Toledo,09,02,2020,0
V,Valencia,09,02,2020,0
VA,Valladolid,09,02,2020,0
VI,Alava,09,02,2020,0
Z,Zaragoza,09,02,2020,0
ZA,Zamora,09,02,2020,0
A,Alicante,10,02,2020,1
AB,Albacete,10,02,2020,0
AL,Almeria,10,02,2020,0
AV,Avila,10,02,2020,1
B,Barcelona,10,02,2020,3
BA,Badajoz,10,02,2020,0
BI,Bizkaia,10,02,2020,0
BU,Burgos,10,02,2020,0
C,A Coruña,10,02,2020,0
CA,Cadiz,10,02,2020,0
CC,Caceres,10,02,2020,0
CE,Ceuta,10,02,2020,0
CO,Cordoba,10,02,2020,0
CR,Ciudad Real,10,02,2020,0
CS,Castellon,10,02,2020,0
CU,Cuenca,10,02,2020,0
GC,Las Palmas,10,02,2020,0
GI,Girona,10,02,2020,0
GR,Granada,10,02,2020,0
GU,Guadalajara,10,02,2020,0
H,Huelva,10,02,2020,0
HU,Huesca,10,02,2020,0
J,Jaen,10,02,2020,0
L,Lleida,10,02,2020,0
LE,Leon,10,02,2020,0
LO,La Rioja,10,02,2020,0
LU,Lugo,10,02,2020,0
M,Madrid,10,02,2020,12
MA,Malaga,10,02,2020,1
ME,Melilla,10,02,2020,0
MU,Murcia,10,02,2020,0
,Navarra,10,02,2020,1
O,Asturias,10,02,2020,0
OR,Ourense,10,02,2020,0
P,Palencia,10,02,2020,0
PM,Islas Baleares,10,02,2020,2
PO,Pontevedra,10,02,2020,0
S,Cantabria,10,02,2020,0
SA,Salamanca,10,02,2020,0
SE,Sevilla,10,02,2020,0
SG,Segovia,10,02,2020,0
SO,Soria,10,02,2020,0
SS,Guipuzcoa,10,02,2020,0
T,Tarragona,10,02,2020,0
TE,Teruel,10,02,2020,0
TF,Santa Cruz de Tenerife,10,02,2020,0
TO,Toledo,10,02,2020,0
V,Valencia,10,02,2020,0
VA,Valladolid,10,02,2020,0
VI,Alava,10,02,2020,0
Z,Zaragoza,10,02,2020,0
ZA,Zamora,10,02,2020,0
A,Alicante,11,02,2020,0
AB,Albacete,11,02,2020,0
AL,Almeria,11,02,2020,0
AV,Avila,11,02,2020,0
B,Barcelona,11,02,2020,4
BA,Badajoz,11,02,2020,0
BI,Bizkaia,11,02,2020,0
BU,Burgos,11,02,2020,0
C,A Coruña,11,02,2020,0
CA,Cadiz,11,02,2020,0
CC,Caceres,11,02,2020,0
CE,Ceuta,11,02,2020,0
CO,Cordoba,11,02,2020,0
CR,Ciudad Real,11,02,2020,0
CS,Castellon,11,02,2020,0
CU,Cuenca,11,02,2020,0
GC,Las Palmas,11,02,2020,0
GI,Girona,11,02,2020,0
GR,Granada,11,02,2020,0
GU,Guadalajara,11,02,2020,0
H,Huelva,11,02,2020,0
HU,Huesca,11,02,2020,0
J,Jaen,11,02,2020,0
L,Lleida,11,02,2020,0
LE,Leon,11,02,2020,0
LO,La Rioja,11,02,2020,0
LU,Lugo,11,02,2020,0
M,Madrid,11,02,2020,9
MA,Malaga,11,02,2020,0
ME,Melilla,11,02,2020,0
MU,Murcia,11,02,2020,0
,Navarra,11,02,2020,0
O,Asturias,11,02,2020,0
OR,Ourense,11,02,2020,0
P,Palencia,11,02,2020,0
PM,Islas Baleares,11,02,2020,0
PO,Pontevedra,11,02,2020,0
S,Cantabria,11,02,2020,0
SA,Salamanca,11,02,2020,0
SE,Sevilla,11,02,2020,0
SG,Segovia,11,02,2020,0
SO,Soria,11,02,2020,0
SS,Guipuzcoa,11,02,2020,0
T,Tarragona,11,02,2020,0
TE,Teruel,11,02,2020,0
TF,Santa Cruz de Tenerife,11,02,2020,0
TO,Toledo,11,02,2020,0
V,Valencia,11,02,2020,1
VA,Valladolid,11,02,2020,1
VI,Alava,11,02,2020,0
Z,Zaragoza,11,02,2020,1
ZA,Zamora,11,02,2020,0
A,Alicante,12,02,2020,0
AB,Albacete,12,02,2020,0
AL,Almeria,12,02,2020,0
AV,Avila,12,02,2020,0
B,Barcelona,12,02,2020,6
BA,Badajoz,12,02,2020,0
BI,Bizkaia,12,02,2020,1
BU,Burgos,12,02,2020,0
C,A Coruña,12,02,2020,0
CA,Cadiz,12,02,2020,0
CC,Caceres,12,02,2020,0
CE,Ceuta,12,02,2020,0
CO,Cordoba,12,02,2020,0
CR,Ciudad Real,12,02,2020,0
CS,Castellon,12,02,2020,0
CU,Cuenca,12,02,2020,0
GC,Las Palmas,12,02,2020,0
GI,Girona,12,02,2020,0
GR,Granada,12,02,2020,0
GU,Guadalajara,12,02,2020,0
H,Huelva,12,02,2020,0
HU,Huesca,12,02,2020,0
J,Jaen,12,02,2020,1
L,Lleida,12,02,2020,0
LE,Leon,12,02,2020,0
LO,La Rioja,12,02,2020,0
LU,Lugo,12,02,2020,0
M,Madrid,12,02,2020,12
MA,Malaga,12,02,2020,0
ME,Melilla,12,02,2020,0
MU,Murcia,12,02,2020,0
,Navarra,12,02,2020,0
O,Asturias,12,02,2020,0
OR,Ourense,12,02,2020,0
P,Palencia,12,02,2020,0
PM,Islas Baleares,12,02,2020,0
PO,Pontevedra,12,02,2020,0
S,Cantabria,12,02,2020,0
SA,Salamanca,12,02,2020,0
SE,Sevilla,12,02,2020,0
SG,Segovia,12,02,2020,0
SO,Soria,12,02,2020,0
SS,Guipuzcoa,12,02,2020,0
T,Tarragona,12,02,2020,0
TE,Teruel,12,02,2020,0
TF,Santa Cruz de Tenerife,12,02,2020,1
TO,Toledo,12,02,2020,0
V,Valencia,12,02,2020,1
VA,Valladolid,12,02,2020,2
VI,Alava,12,02,2020,1
Z,Zaragoza,12,02,2020,0
ZA,Zamora,12,02,2020,0
A,Alicante,13,02,2020,1
AB,Albacete,13,02,2020,0
AL,Almeria,13,02,2020,0
AV,Avila,13,02,2020,0
B,Barcelona,13,02,2020,5
BA,Badajoz,13,02,2020,0
BI,Bizkaia,13,02,2020,0
BU,Burgos,13,02,2020,0
C,A Coruña,13,02,2020,0
CA,Cadiz,13,02,2020,0
CC,Caceres,13,02,2020,0
CE,Ceuta,13,02,2020,0
CO,Cordoba,13,02,2020,0
CR,Ciudad Real,13,02,2020,0
CS,Castellon,13,02,2020,0
CU,Cuenca,13,02,2020,0
GC,Las Palmas,13,02,2020,0
GI,Girona,13,02,2020,0
GR,Granada,13,02,2020,0
GU,Guadalajara,13,02,2020,0
H,Huelva,13,02,2020,0
HU,Huesca,13,02,2020,0
J,Jaen,13,02,2020,0
L,Lleida,13,02,2020,1
LE,Leon,13,02,2020,0
LO,La Rioja,13,02,2020,0
LU,Lugo,13,02,2020,0
M,Madrid,13,02,2020,16
MA,Malaga,13,02,2020,0
ME,Melilla,13,02,2020,0
MU,Murcia,13,02,2020,0
,Navarra,13,02,2020,0
O,Asturias,13,02,2020,0
OR,Ourense,13,02,2020,0
P,Palencia,13,02,2020,0
PM,Islas Baleares,13,02,2020,0
PO,Pontevedra,13,02,2020,0
S,Cantabria,13,02,2020,0
SA,Salamanca,13,02,2020,0
SE,Sevilla,13,02,2020,1
SG,Segovia,13,02,2020,0
SO,Soria,13,02,2020,0
SS,Guipuzcoa,13,02,2020,0
T,Tarragona,13,02,2020,0
TE,Teruel,13,02,2020,0
TF,Santa Cruz de Tenerife,13,02,2020,0
TO,Toledo,13,02,2020,0
V,Valencia,13,02,2020,0
VA,Valladolid,13,02,2020,0
VI,Alava,13,02,2020,0
Z,Zaragoza,13,02,2020,1
ZA,Zamora,13,02,2020,0
A,Alicante,14,02,2020,2
AB,Albacete,14,02,2020,0
AL,Almeria,14,02,2020,0
AV,Avila,14,02,2020,0
B,Barcelona,14,02,2020,1
BA,Badajoz,14,02,2020,0
BI,Bizkaia,14,02,2020,0
BU,Burgos,14,02,2020,0
C,A Coruña,14,02,2020,0
CA,Cadiz,14,02,2020,0
CC,Caceres,14,02,2020,1
CE,Ceuta,14,02,2020,0
CO,Cordoba,14,02,2020,0
CR,Ciudad Real,14,02,2020,0
CS,Castellon,14,02,2020,0
CU,Cuenca,14,02,2020,0
GC,Las Palmas,14,02,2020,0
GI,Girona,14,02,2020,0
GR,Granada,14,02,2020,0
GU,Guadalajara,14,02,2020,0
H,Huelva,14,02,2020,0
HU,Huesca,14,02,2020,0
J,Jaen,14,02,2020,0
L,Lleida,14,02,2020,0
LE,Leon,14,02,2020,0
LO,La Rioja,14,02,2020,0
LU,Lugo,14,02,2020,0
M,Madrid,14,02,2020,11
MA,Malaga,14,02,2020,1
ME,Melilla,14,02,2020,0
MU,Murcia,14,02,2020,0
,Navarra,14,02,2020,0
O,Asturias,14,02,2020,0
OR,Ourense,14,02,2020,0
P,Palencia,14,02,2020,0
PM,Islas Baleares,14,02,2020,1
PO,Pontevedra,14,02,2020,0
S,Cantabria,14,02,2020,0
SA,Salamanca,14,02,2020,0
SE,Sevilla,14,02,2020,0
SG,Segovia,14,02,2020,0
SO,Soria,14,02,2020,0
SS,Guipuzcoa,14,02,2020,0
T,Tarragona,14,02,2020,0
TE,Teruel,14,02,2020,0
TF,Santa Cruz de Tenerife,14,02,2020,1
TO,Toledo,14,02,2020,0
V,Valencia,14,02,2020,0
VA,Valladolid,14,02,2020,1
VI,Alava,14,02,2020,0
Z,Zaragoza,14,02,2020,0
ZA,Zamora,14,02,2020,0
A,Alicante,15,02,2020,1
AB,Albacete,15,02,2020,0
AL,Almeria,15,02,2020,0
AV,Avila,15,02,2020,0
B,Barcelona,15,02,2020,11
BA,Badajoz,15,02,2020,1
BI,Bizkaia,15,02,2020,2
BU,Burgos,15,02,2020,0
C,A Coruña,15,02,2020,0
CA,Cadiz,15,02,2020,0
CC,Caceres,15,02,2020,0
CE,Ceuta,15,02,2020,0
CO,Cordoba,15,02,2020,0
CR,Ciudad Real,15,02,2020,0
CS,Castellon,15,02,2020,0
CU,Cuenca,15,02,2020,0
GC,Las Palmas,15,02,2020,0
GI,Girona,15,02,2020,0
GR,Granada,15,02,2020,0
GU,Guadalajara,15,02,2020,0
H,Huelva,15,02,2020,0
HU,Huesca,15,02,2020,0
J,Jaen,15,02,2020,0
L,Lleida,15,02,2020,0
LE,Leon,15,02,2020,0
LO,La Rioja,15,02,2020,0
LU,Lugo,15,02,2020,0
M,Madrid,15,02,2020,13
MA,Malaga,15,02,2020,1
ME,Melilla,15,02,2020,0
MU,Murcia,15,02,2020,0
,Navarra,15,02,2020,0
O,Asturias,15,02,2020,0
OR,Ourense,15,02,2020,0
P,Palencia,15,02,2020,0
PM,Islas Baleares,15,02,2020,0
PO,Pontevedra,15,02,2020,0
S,Cantabria,15,02,2020,0
SA,Salamanca,15,02,2020,0
SE,Sevilla,15,02,2020,0
SG,Segovia,15,02,2020,0
SO,Soria,15,02,2020,0
SS,Guipuzcoa,15,02,2020,0
T,Tarragona,15,02,2020,0
TE,Teruel,15,02,2020,0
TF,Santa Cruz de Tenerife,15,02,2020,0
TO,Toledo,15,02,2020,0
V,Valencia,15,02,2020,3
VA,Valladolid,15,02,2020,0
VI,Alava,15,02,2020,1
Z,Zaragoza,15,02,2020,0
ZA,Zamora,15,02,2020,0
A,Alicante,16,02,2020,1
AB,Albacete,16,02,2020,0
AL,Almeria,16,02,2020,0
AV,Avila,16,02,2020,0
B,Barcelona,16,02,2020,4
BA,Badajoz,16,02,2020,0
BI,Bizkaia,16,02,2020,1
BU,Burgos,16,02,2020,0
C,A Coruña,16,02,2020,0
CA,Cadiz,16,02,2020,0
CC,Caceres,16,02,2020,0
CE,Ceuta,16,02,2020,0
CO,Cordoba,16,02,2020,0
CR,Ciudad Real,16,02,2020,0
CS,Castellon,16,02,2020,0
CU,Cuenca,16,02,2020,0
GC,Las Palmas,16,02,2020,0
GI,Girona,16,02,2020,0
GR,Granada,16,02,2020,0
GU,Guadalajara,16,02,2020,0
H,Huelva,16,02,2020,0
HU,Huesca,16,02,2020,0
J,Jaen,16,02,2020,0
L,Lleida,16,02,2020,0
LE,Leon,16,02,2020,0
LO,La Rioja,16,02,2020,0
LU,Lugo,16,02,2020,1
M,Madrid,16,02,2020,16
MA,Malaga,16,02,2020,0
ME,Melilla,16,02,2020,0
MU,Murcia,16,02,2020,0
,Navarra,16,02,2020,0
O,Asturias,16,02,2020,0
OR,Ourense,16,02,2020,0
P,Palencia,16,02,2020,0
PM,Islas Baleares,16,02,2020,0
PO,Pontevedra,16,02,2020,0
S,Cantabria,16,02,2020,0
SA,Salamanca,16,02,2020,0
SE,Sevilla,16,02,2020,0
SG,Segovia,16,02,2020,0
SO,Soria,16,02,2020,0
SS,Guipuzcoa,16,02,2020,0
T,Tarragona,16,02,2020,0
TE,Teruel,16,02,2020,0
TF,Santa Cruz de Tenerife,16,02,2020,2
TO,Toledo,16,02,2020,0
V,Valencia,16,02,2020,0
VA,Valladolid,16,02,2020,0
VI,Alava,16,02,2020,0
Z,Zaragoza,16,02,2020,1
ZA,Zamora,16,02,2020,0
A,Alicante,17,02,2020,1
AB,Albacete,17,02,2020,0
AL,Almeria,17,02,2020,0
AV,Avila,17,02,2020,0
B,Barcelona,17,02,2020,1
BA,Badajoz,17,02,2020,0
BI,Bizkaia,17,02,2020,0
BU,Burgos,17,02,2020,0
C,A Coruña,17,02,2020,0
CA,Cadiz,17,02,2020,0
CC,Caceres,17,02,2020,1
CE,Ceuta,17,02,2020,0
CO,Cordoba,17,02,2020,0
CR,Ciudad Real,17,02,2020,0
CS,Castellon,17,02,2020,0
CU,Cuenca,17,02,2020,0
GC,Las Palmas,17,02,2020,0
GI,Girona,17,02,2020,0
GR,Granada,17,02,2020,0
GU,Guadalajara,17,02,2020,0
H,Huelva,17,02,2020,0
HU,Huesca,17,02,2020,0
J,Jaen,17,02,2020,0
L,Lleida,17,02,2020,0
LE,Leon,17,02,2020,0
LO,La Rioja,17,02,2020,0
LU,Lugo,17,02,2020,0
M,Madrid,17,02,2020,19
MA,Malaga,17,02,2020,0
ME,Melilla,17,02,2020,0
MU,Murcia,17,02,2020,0
,Navarra,17,02,2020,0
O,Asturias,17,02,2020,0
OR,Ourense,17,02,2020,0
P,Palencia,17,02,2020,0
PM,Islas Baleares,17,02,2020,0
PO,Pontevedra,17,02,2020,0
S,Cantabria,17,02,2020,0
SA,Salamanca,17,02,2020,0
SE,Sevilla,17,02,2020,0
SG,Segovia,17,02,2020,0
SO,Soria,17,02,2020,0
SS,Guipuzcoa,17,02,2020,0
T,Tarragona,17,02,2020,0
TE,Teruel,17,02,2020,0
TF,Santa Cruz de Tenerife,17,02,2020,0
TO,Toledo,17,02,2020,0
V,Valencia,17,02,2020,2
VA,Valladolid,17,02,2020,0
VI,Alava,17,02,2020,2
Z,Zaragoza,17,02,2020,2
ZA,Zamora,17,02,2020,0
A,Alicante,18,02,2020,1
AB,Albacete,18,02,2020,0
AL,Almeria,18,02,2020,0
AV,Avila,18,02,2020,0
B,Barcelona,18,02,2020,5
BA,Badajoz,18,02,2020,0
BI,Bizkaia,18,02,2020,0
BU,Burgos,18,02,2020,0
C,A Coruña,18,02,2020,0
CA,Cadiz,18,02,2020,1
CC,Caceres,18,02,2020,0
CE,Ceuta,18,02,2020,0
CO,Cordoba,18,02,2020,0
CR,Ciudad Real,18,02,2020,0
CS,Castellon,18,02,2020,0
CU,Cuenca,18,02,2020,0
GC,Las Palmas,18,02,2020,0
GI,Girona,18,02,2020,1
GR,Granada,18,02,2020,1
GU,Guadalajara,18,02,2020,0
H,Huelva,18,02,2020,0
HU,Huesca,18,02,2020,0
J,Jaen,18,02,2020,0
L,Lleida,18,02,2020,0
LE,Leon,18,02,2020,1
LO,La Rioja,18,02,2020,0
LU,Lugo,18,02,2020,0
M,Madrid,18,02,2020,14
MA,Malaga,18,02,2020,0
ME,Melilla,18,02,2020,0
MU,Murcia,18,02,2020,0
,Navarra,18,02,2020,0
O,Asturias,18,02,2020,0
OR,Ourense,18,02,2020,1
P,Palencia,18,02,2020,0
PM,Islas Baleares,18,02,2020,0
PO,Pontevedra,18,02,2020,0
S,Cantabria,18,02,2020,0
SA,Salamanca,18,02,2020,0
SE,Sevilla,18,02,2020,1
SG,Segovia,18,02,2020,0
SO,Soria,18,02,2020,0
SS,Guipuzcoa,18,02,2020,0
T,Tarragona,18,02,2020,0
TE,Teruel,18,02,2020,0
TF,Santa Cruz de Tenerife,18,02,2020,1
TO,Toledo,18,02,2020,0
V,Valencia,18,02,2020,0
VA,Valladolid,18,02,2020,0
VI,Alava,18,02,2020,0
Z,Zaragoza,18,02,2020,1
ZA,Zamora,18,02,2020,0
A,Alicante,19,02,2020,1
AB,Albacete,19,02,2020,0
AL,Almeria,19,02,2020,0
AV,Avila,19,02,2020,0
B,Barcelona,19,02,2020,1
BA,Badajoz,19,02,2020,0
BI,Bizkaia,19,02,2020,0
BU,Burgos,19,02,2020,0
C,A Coruña,19,02,2020,0
CA,Cadiz,19,02,2020,0
CC,Caceres,19,02,2020,1
CE,Ceuta,19,02,2020,0
CO,Cordoba,19,02,2020,0
CR,Ciudad Real,19,02,2020,0
CS,Castellon,19,02,2020,0
CU,Cuenca,19,02,2020,0
GC,Las Palmas,19,02,2020,0
GI,Girona,19,02,2020,0
GR,Granada,19,02,2020,0
GU,Guadalajara,19,02,2020,0
H,Huelva,19,02,2020,0
HU,Huesca,19,02,2020,0
J,Jaen,19,02,2020,0
L,Lleida,19,02,2020,0
LE,Leon,19,02,2020,0
LO,La Rioja,19,02,2020,0
LU,Lugo,19,02,2020,0
M,Madrid,19,02,2020,12
MA,Malaga,19,02,2020,1
ME,Melilla,19,02,2020,0
MU,Murcia,19,02,2020,0
,Navarra,19,02,2020,0
O,Asturias,19,02,2020,0
OR,Ourense,19,02,2020,0
P,Palencia,19,02,2020,0
PM,Islas Baleares,19,02,2020,0
PO,Pontevedra,19,02,2020,0
S,Cantabria,19,02,2020,0
SA,Salamanca,19,02,2020,0
SE,Sevilla,19,02,2020,0
SG,Segovia,19,02,2020,0
SO,Soria,19,02,2020,0
SS,Guipuzcoa,19,02,2020,0
T,Tarragona,19,02,2020,0
TE,Teruel,19,02,2020,0
TF,Santa Cruz de Tenerife,19,02,2020,1
TO,Toledo,19,02,2020,0
V,Valencia,19,02,2020,0
VA,Valladolid,19,02,2020,0
VI,Alava,19,02,2020,1
Z,Zaragoza,19,02,2020,0
ZA,Zamora,19,02,2020,0
A,Alicante,20,02,2020,0
AB,Albacete,20,02,2020,0
AL,Almeria,20,02,2020,0
AV,Avila,20,02,2020,0
B,Barcelona,20,02,2020,12
BA,Badajoz,20,02,2020,0
BI,Bizkaia,20,02,2020,1
BU,Burgos,20,02,2020,1
C,A Coruña,20,02,2020,1
CA,Cadiz,20,02,2020,0
CC,Caceres,20,02,2020,0
CE,Ceuta,20,02,2020,0
CO,Cordoba,20,02,2020,0
CR,Ciudad Real,20,02,2020,0
CS,Castellon,20,02,2020,0
CU,Cuenca,20,02,2020,0
GC,Las Palmas,20,02,2020,0
GI,Girona,20,02,2020,0
GR,Granada,20,02,2020,1
GU,Guadalajara,20,02,2020,0
H,Huelva,20,02,2020,0
HU,Huesca,20,02,2020,0
J,Jaen,20,02,2020,1
L,Lleida,20,02,2020,0
LE,Leon,20,02,2020,0
LO,La Rioja,20,02,2020,0
LU,Lugo,20,02,2020,0
M,Madrid,20,02,2020,28
MA,Malaga,20,02,2020,1
ME,Melilla,20,02,2020,0
MU,Murcia,20,02,2020,0
,Navarra,20,02,2020,0
O,Asturias,20,02,2020,0
OR,Ourense,20,02,2020,2
P,Palencia,20,02,2020,0
PM,Islas Baleares,20,02,2020,1
PO,Pontevedra,20,02,2020,0
S,Cantabria,20,02,2020,0
SA,Salamanca,20,02,2020,0
SE,Sevilla,20,02,2020,1
SG,Segovia,20,02,2020,0
SO,Soria,20,02,2020,0
SS,Guipuzcoa,20,02,2020,0
T,Tarragona,20,02,2020,0
TE,Teruel,20,02,2020,0
TF,Santa Cruz de Tenerife,20,02,2020,1
TO,Toledo,20,02,2020,0
V,Valencia,20,02,2020,3
VA,Valladolid,20,02,2020,0
VI,Alava,20,02,2020,0
Z,Zaragoza,20,02,2020,0
ZA,Zamora,20,02,2020,0
A,Alicante,21,02,2020,1
AB,Albacete,21,02,2020,0
AL,Almeria,21,02,2020,0
AV,Avila,21,02,2020,0
B,Barcelona,21,02,2020,14
BA,Badajoz,21,02,2020,0
BI,Bizkaia,21,02,2020,1
BU,Burgos,21,02,2020,0
C,A Coruña,21,02,2020,0
CA,Cadiz,21,02,2020,0
CC,Caceres,21,02,2020,0
CE,Ceuta,21,02,2020,0
CO,Cordoba,21,02,2020,0
CR,Ciudad Real,21,02,2020,0
CS,Castellon,21,02,2020,0
CU,Cuenca,21,02,2020,0
GC,Las Palmas,21,02,2020,0
GI,Girona,21,02,2020,1
GR,Granada,21,02,2020,1
GU,Guadalajara,21,02,2020,0
H,Huelva,21,02,2020,0
HU,Huesca,21,02,2020,0
J,Jaen,21,02,2020,0
L,Lleida,21,02,2020,0
LE,Leon,21,02,2020,2
LO,La Rioja,21,02,2020,0
LU,Lugo,21,02,2020,0
M,Madrid,21,02,2020,29
MA,Malaga,21,02,2020,3
ME,Melilla,21,02,2020,0
MU,Murcia,21,02,2020,0
,Navarra,21,02,2020,1
O,Asturias,21,02,2020,0
OR,Ourense,21,02,2020,0
P,Palencia,21,02,2020,0
PM,Islas Baleares,21,02,2020,0
PO,Pontevedra,21,02,2020,0
S,Cantabria,21,02,2020,0
SA,Salamanca,21,02,2020,0
SE,Sevilla,21,02,2020,0
SG,Segovia,21,02,2020,2
SO,Soria,21,02,2020,0
SS,Guipuzcoa,21,02,2020,0
T,Tarragona,21,02,2020,1
TE,Teruel,21,02,2020,1
TF,Santa Cruz de Tenerife,21,02,2020,0
TO,Toledo,21,02,2020,0
V,Valencia,21,02,2020,1
VA,Valladolid,21,02,2020,0
VI,Alava,21,02,2020,2
Z,Zaragoza,21,02,2020,1
ZA,Zamora,21,02,2020,0
A,Alicante,22,02,2020,1
AB,Albacete,22,02,2020,0
AL,Almeria,22,02,2020,0
AV,Avila,22,02,2020,0
B,Barcelona,22,02,2020,8
BA,Badajoz,22,02,2020,0
BI,Bizkaia,22,02,2020,3
BU,Burgos,22,02,2020,2
C,A Coruña,22,02,2020,1
CA,Cadiz,22,02,2020,0
CC,Caceres,22,02,2020,0
CE,Ceuta,22,02,2020,0
CO,Cordoba,22,02,2020,0
CR,Ciudad Real,22,02,2020,0
CS,Castellon,22,02,2020,1
CU,Cuenca,22,02,2020,0
GC,Las Palmas,22,02,2020,0
GI,Girona,22,02,2020,1
GR,Granada,22,02,2020,0
GU,Guadalajara,22,02,2020,0
H,Huelva,22,02,2020,0
HU,Huesca,22,02,2020,0
J,Jaen,22,02,2020,0
L,Lleida,22,02,2020,1
LE,Leon,22,02,2020,0
LO,La Rioja,22,02,2020,0
LU,Lugo,22,02,2020,0
M,Madrid,22,02,2020,30
MA,Malaga,22,02,2020,2
ME,Melilla,22,02,2020,0
MU,Murcia,22,02,2020,1
,Navarra,22,02,2020,1
O,Asturias,22,02,2020,0
OR,Ourense,22,02,2020,1
P,Palencia,22,02,2020,0
PM,Islas Baleares,22,02,2020,0
PO,Pontevedra,22,02,2020,0
S,Cantabria,22,02,2020,0
SA,Salamanca,22,02,2020,0
SE,Sevilla,22,02,2020,0
SG,Segovia,22,02,2020,0
SO,Soria,22,02,2020,0
SS,Guipuzcoa,22,02,2020,0
T,Tarragona,22,02,2020,2
TE,Teruel,22,02,2020,0
TF,Santa Cruz de Tenerife,22,02,2020,0
TO,Toledo,22,02,2020,0
V,Valencia,22,02,2020,0
VA,Valladolid,22,02,2020,0
VI,Alava,22,02,2020,1
Z,Zaragoza,22,02,2020,3
ZA,Zamora,22,02,2020,0
A,Alicante,23,02,2020,2
AB,Albacete,23,02,2020,0
AL,Almeria,23,02,2020,0
AV,Avila,23,02,2020,2
B,Barcelona,23,02,2020,7
BA,Badajoz,23,02,2020,0
BI,Bizkaia,23,02,2020,0
BU,Burgos,23,02,2020,1
C,A Coruña,23,02,2020,0
CA,Cadiz,23,02,2020,0
CC,Caceres,23,02,2020,0
CE,Ceuta,23,02,2020,0
CO,Cordoba,23,02,2020,0
CR,Ciudad Real,23,02,2020,0
CS,Castellon,23,02,2020,0
CU,Cuenca,23,02,2020,0
GC,Las Palmas,23,02,2020,0
GI,Girona,23,02,2020,1
GR,Granada,23,02,2020,0
GU,Guadalajara,23,02,2020,0
H,Huelva,23,02,2020,0
HU,Huesca,23,02,2020,0
J,Jaen,23,02,2020,0
L,Lleida,23,02,2020,0
LE,Leon,23,02,2020,0
LO,La Rioja,23,02,2020,3
LU,Lugo,23,02,2020,0
M,Madrid,23,02,2020,46
MA,Malaga,23,02,2020,2
ME,Melilla,23,02,2020,0
MU,Murcia,23,02,2020,1
,Navarra,23,02,2020,1
O,Asturias,23,02,2020,1
OR,Ourense,23,02,2020,0
P,Palencia,23,02,2020,0
PM,Islas Baleares,23,02,2020,0
PO,Pontevedra,23,02,2020,0
S,Cantabria,23,02,2020,1
SA,Salamanca,23,02,2020,0
SE,Sevilla,23,02,2020,0
SG,Segovia,23,02,2020,0
SO,Soria,23,02,2020,0
SS,Guipuzcoa,23,02,2020,0
T,Tarragona,23,02,2020,0
TE,Teruel,23,02,2020,0
TF,Santa Cruz de Tenerife,23,02,2020,1
TO,Toledo,23,02,2020,0
V,Valencia,23,02,2020,3
VA,Valladolid,23,02,2020,1
VI,Alava,23,02,2020,1
Z,Zaragoza,23,02,2020,1
ZA,Zamora,23,02,2020,0
A,Alicante,24,02,2020,6
AB,Albacete,24,02,2020,1
AL,Almeria,24,02,2020,0
AV,Avila,24,02,2020,0
B,Barcelona,24,02,2020,8
BA,Badajoz,24,02,2020,0
BI,Bizkaia,24,02,2020,2
BU,Burgos,24,02,2020,0
C,A Coruña,24,02,2020,0
CA,Cadiz,24,02,2020,0
CC,Caceres,24,02,2020,0
CE,Ceuta,24,02,2020,0
CO,Cordoba,24,02,2020,0
CR,Ciudad Real,24,02,2020,0
CS,Castellon,24,02,2020,2
CU,Cuenca,24,02,2020,0
GC,Las Palmas,24,02,2020,0
GI,Girona,24,02,2020,1
GR,Granada,24,02,2020,0
GU,Guadalajara,24,02,2020,0
H,Huelva,24,02,2020,1
HU,Huesca,24,02,2020,1
J,Jaen,24,02,2020,0
L,Lleida,24,02,2020,0
LE,Leon,24,02,2020,1
LO,La Rioja,24,02,2020,2
LU,Lugo,24,02,2020,0
M,Madrid,24,02,2020,57
MA,Malaga,24,02,2020,2
ME,Melilla,24,02,2020,0
MU,Murcia,24,02,2020,1
,Navarra,24,02,2020,3
O,Asturias,24,02,2020,0
OR,Ourense,24,02,2020,1
P,Palencia,24,02,2020,0
PM,Islas Baleares,24,02,2020,0
PO,Pontevedra,24,02,2020,0
S,Cantabria,24,02,2020,0
SA,Salamanca,24,02,2020,0
SE,Sevilla,24,02,2020,2
SG,Segovia,24,02,2020,1
SO,Soria,24,02,2020,0
SS,Guipuzcoa,24,02,2020,0
T,Tarragona,24,02,2020,1
TE,Teruel,24,02,2020,0
TF,Santa Cruz de Tenerife,24,02,2020,0
TO,Toledo,24,02,2020,0
